Value;Voltage
8431568;0.1752462260718615
8431493;0.17494028656962948
8431498;0.17496068253644498
8431524;0.17506674156388538
8431554;0.1751891173647782
8431560;0.17521359252495677
8431537;0.1751197710776056
8431562;0.17522175091168293
8431593;0.17534820590593883
8431562;0.17522175091168293
8431560;0.17521359252495677
8431565;0.1752339884917722
8431561;0.17521767171831987
8431547;0.17516056301123656
8431559;0.17520951333159365
8431524;0.17506674156388538
8431544;0.17514832543114728
8431576;0.17527885961876627
8431598;0.17536860187275433
8431557;0.1752013549448675
8431585;0.1753155723590341
8431585;0.1753155723590341
8431592;0.17534412671257577
8431587;0.17532373074576027
8431612;0.1754257105798376
8431589;0.17533188913248648
8431587;0.17532373074576027
8431593;0.17534820590593883
8431604;0.1753930770329329
8431589;0.17533188913248648
8431602;0.17538491864620667
8431576;0.17527885961876627
8431568;0.1752462260718615
8431596;0.1753604434860281
8431640;0.17553992799400422
8431660;0.17562151186126612
8431610;0.17541755219311145
8431560;0.17521359252495677
8431567;0.17524214687849843
8431622;0.17546650251346857
8431545;0.17515240462451037
8431564;0.17522990929840915
8431636;0.17552361122055188
8431616;0.17544202735329
8431562;0.17522175091168293
8431557;0.1752013549448675
8431584;0.175311493165671
8431616;0.17544202735329
8431642;0.17554808638073044
8431658;0.17561335347453993
8431564;0.17522990929840915
8431525;0.1750708207572485
8431562;0.17522175091168293
8431555;0.17519319655814128
8431580;0.17529517639221862
8431576;0.17527885961876627
8431545;0.17515240462451037
8431530;0.17509121672406394
8431583;0.17530741397230792
8431573;0.175266622038677
8431588;0.1753278099391234
8431589;0.17533188913248648
8431537;0.1751197710776056
8431529;0.17508713753070088
8431544;0.17514832543114728
8431583;0.17530741397230792
8431565;0.1752339884917722
8431558;0.1752054341382306
8431557;0.1752013549448675
8431550;0.17517280059132584
8431600;0.1753767602594805
8431586;0.1753196515523972
8431578;0.17528701800549246
8431596;0.1753604434860281
8431585;0.1753155723590341
8431587;0.17532373074576027
8431564;0.17522990929840915
8431521;0.1750545039837961
8431591;0.17534004751921267
8431587;0.17532373074576027
8431595;0.17535636429266505
8431576;0.17527885961876627
8431617;0.1754461065466531
8431605;0.17539715622629595
8431615;0.1754379481599269
8431640;0.17553992799400422
8431561;0.17521767171831987
8431498;0.17496068253644498
8431525;0.1750708207572485
8431587;0.17532373074576027
8431570;0.1752543844585877
8431542;0.1751401670444211
8431509;0.17500555366343898
8431564;0.17522990929840915
8431552;0.175180958978052
8431511;0.1750137120501652
8431535;0.17511161269087944
8431583;0.17530741397230792
8431530;0.17509121672406394
8431545;0.17515240462451037
8431605;0.17539715622629595
8431551;0.17517687978468893
8431528;0.17508305833733778
8431505;0.1749892368899866
8431484;0.17490357382936164
8431503;0.17498107850326045
8431588;0.1753278099391234
8431551;0.17517687978468893
8431528;0.17508305833733778
8431551;0.17517687978468893
8431643;0.1755521655740935
8431627;0.175486898480284
8431626;0.17548281928692094
8431643;0.1755521655740935
8431628;0.17549097767364713
8431623;0.17547058170683166
8431616;0.17544202735329
8431616;0.17544202735329
8431614;0.17543386896656382
8431644;0.17555624476745663
8431612;0.1754257105798376
8431598;0.17536860187275433
8431612;0.1754257105798376
8431620;0.17545834412674238
8431639;0.17553584880064116
8431606;0.17540123541965907
8431604;0.1753930770329329
8431611;0.17542163138647454
8431632;0.1755072944470995
8431647;0.1755684823475459
8431638;0.17553176960727807
8431609;0.17541347299974833
8431623;0.17547058170683166
8432078;0.17732661468703922
8437593;0.19982336608450008
8443580;0.22424549674934108
8444154;0.22658695373975676
8444220;0.22685618050172096
8444196;0.22675827986100675
8444144;0.22654616180612583
8444174;0.2266685376070187
8444182;0.2267011711539234
8444133;0.2265012906791318
8444184;0.22670932954064962
8444167;0.226639983253477
8444184;0.22670932954064962
8444310;0.22722330790439937
8444363;0.22743950515264333
8444346;0.22737015886547077
8444343;0.2273579212853815
8444377;0.22749661385972667
8444515;0.22805954254383357
8446528;0.23627095878374083
8453706;0.2655514087440263
8456055;0.275133433953933
8452681;0.2613702355468554
8450255;0.25147411244799045
8449253;0.24738676069817073
8449037;0.2465056549317425
8449059;0.2465953971857306
8449177;0.24707674200257565
8449262;0.24742347343843854
8449538;0.2485493308066524
8450160;0.25108658907849657
8451041;0.254680358431382
8451977;0.25849848341923753
8452807;0.2618842139106051
8453607;0.26514756860107996
8454412;0.2684313192583703
8455116;0.27130307138598814
8455694;0.2736608451498562
8456259;0.27596558940000404
8457007;0.279016826035598
8457682;0.2817702815556861
8458296;0.2842749062806256
8458968;0.28701612422062445
8459720;0.2900836776296708
8460489;0.29322057732588974
8461187;0.296067854293329
8461856;0.29879683465323864
8462562;0.30167674516758264
8463020;0.3035450157278795
8463311;0.3047320609965397
8463781;0.30664928187719365
8464374;0.30906824354150814
