Value;Voltage;;סנְנטפל;;;;;;;;;
8432175;0,177722296;;8432118,476;0,177491725;;56,52380952;0,000230572;;;;;
8432298;0,178224037;;;;;179,5238095;0,000732312;;;;;
8432142;0,177587683;;;;;23,52380952;9,59582E-05;;;;;
8432265;0,178089424;;;;;146,5238095;0,000597699;;;;;
8432305;0,178252592;;;;;186,5238095;0,000760867;;;;;
8432143;0,177591762;;;;;24,52380952;0,000100037;;;;;
8432072;0,17730214;;;;;-46,47619048;-0,000189585;;;;;
8431932;0,176731052;;;;;-186,4761905;-0,000760672;;;;;
8431966;0,176869745;;;;;-152,4761905;-0,00062198;;;;;
8432344;0,17841168;;;;;225,5238095;0,000919955;;;;;
8432024;0,177106338;;;;;-94,47619048;-0,000385387;;;;;
8431651;0,175584799;;;;;-467,4761905;-0,001906926;;;;;
8431910;0,17664131;;;;;-208,4761905;-0,000850415;;;;;
8432179;0,177738613;;;;;60,52380952;0,000246888;;;;;
8432275;0,178130216;;;;;156,5238095;0,000638491;;;;;
8432304;0,178248512;;;;;185,5238095;0,000756787;;;;;
8431906;0,176624993;;;;;-212,4761905;-0,000866731;;;;;
8431852;0,176404717;;;;;-266,4761905;-0,001087008;;;;;
8431755;0,176009035;;;;;-363,4761905;-0,00148269;;;;;
8431678;0,175694937;;;;;-440,4761905;-0,001796788;;;;;
8431494;0,174944366;;;;;-624,4761905;-0,002547359;;;;;
8431694;0,175760204;;;;;-424,4761905;-0,00173152;;;;;
8432146;0,177604;;;;;27,52380952;0,000112275;;;;;
8432153;0,177632554;;;;;34,52380952;0,000140829;;;;;
8432081;0,177338852;;;;;-37,47619048;-0,000152873;;;;;
8432272;0,178117978;;;;;153,5238095;0,000626253;;;;;
8432350;0,178436155;;;;;231,5238095;0,00094443;;;;;
8431796;0,176176282;;;;;-322,4761905;-0,001315443;;;;;
8431953;0,176816716;;;;;-165,4761905;-0,000675009;;;;;
8432033;0,177143051;;;;;-85,47619048;-0,000348674;;;;;
8431777;0,176098777;;;;;-341,4761905;-0,001392947;;;;;
8432003;0,177020675;;;;;-115,4761905;-0,00047105;;;;;
8432254;0,178044553;;;;;135,5238095;0,000552828;;;;;
